iter	RMSE
169	0.02097782161
170	0.02096208141
171	0.0209462415
172	0.02093059076
173	0.02091527187
174	0.02089989266
175	0.02088473212
176	0.02087023524
177	0.02085589915
178	0.02084199452
179	0.02082809477
180	0.02081441487
181	0.02080106774
182	0.02078774117
183	0.02077464517
184	0.0207618295
185	0.02074934667
186	0.0207371095
187	0.02072494152
188	0.02071304437
189	0.02070125995
190	0.02068964862
191	0.02067841671
192	0.0206671651
193	0.02065589755
194	0.0206453155
195	0.02063498896
196	0.02062454744
197	0.0206144948
198	0.02060442873
199	0.02059456791
200	0.02058499889
201	0.02057577573
202	0.02056642806
203	0.02055715453
204	0.0205479933
205	0.02053897624
206	0.02053033603
207	0.02052181467
208	0.02051328132
209	0.02050490522
210	0.02049665414
211	0.02048854911
212	0.02048076124
213	0.02047296233
214	0.02046529908
215	0.02045766603
216	0.02045029221
217	0.02044313341
218	0.02043586833
219	0.02042868795
220	0.02042171288
221	0.02041494672
222	0.02040833333
223	0.0204018239
224	0.02039549365
225	0.02038928416
226	0.02038281062
227	0.02037657488
228	0.02037031786
229	0.02036432194
230	0.02035831212
231	0.02035246651
232	0.02034675483
233	0.02034107636
234	0.02033555642
235	0.02033023298
236	0.02032486806
237	0.02031971724
238	0.02031466168
239	0.02030967658
240	0.02030475667
241	0.02029979934
242	0.02029506237
243	0.0202902098
244	0.02028554984
245	0.02028103597
246	0.02027650635
247	0.02027200331
248	0.02026755819
249	0.02026333731
250	0.02025911532
251	0.02025495795
252	0.02025072298
253	0.02024670823
254	0.02024274276
255	0.02023887538
256	0.02023505897
257	0.02023110343
258	0.02022744919
259	0.0202238625
260	0.02022019777
261	0.02021676743
262	0.02021336497
263	0.02020980906
264	0.02020632905
265	0.02020293199
266	0.0201995141
267	0.02019639096
268	0.02019328042
269	0.02019007491
270	0.02018698333
271	0.02018384659
272	0.02018099939
273	0.02017814336
274	0.02017531793
275	0.02017232134
276	0.02016951798
277	0.02016677301
278	0.02016412697
279	0.02016138432
280	0.02015878882
281	0.02015628013
282	0.02015375146
283	0.02015127982
284	0.02014889721
285	0.02014632468
286	0.02014380739
287	0.0201411167
288	0.02013879045
289	0.02013652505
290	0.02013423414
291	0.02013198342
292	0.02012982264
293	0.02012767214
294	0.02012560959
295	0.02012348557
296	0.02012145506
297	0.02011941005
298	0.02011729934
299	0.02011524207
300	0.02011307418
301	0.02011121471
302	0.0201093933
303	0.02010754954
304	0.02010558916
305	0.02010377524
306	0.02010201516
307	0.02010007735
308	0.02009836768
309	0.020096678
310	0.02009500437
311	0.02009341446
312	0.02009175118
313	0.02009013064
314	0.02008845799
315	0.02008684781
316	0.02008522285
317	0.0200837347
318	0.02008221955
319	0.02008073517
320	0.02007917817
321	0.02007759971
322	0.02007622095
323	0.02007484561
324	0.02007336142
325	0.02007195587
326	0.02007056719
327	0.02006925419
328	0.02006779638
329	0.02006651116
330	0.02006519884
331	0.02006400423
332	0.02006267403
333	0.0200613258
334	0.02006018636
335	0.02005897995
336	0.02005783202
337	0.02005652041
338	0.02005532659
339	0.0200540973
340	0.02005307624
341	0.0200520154
342	0.02005096094
343	0.02004996601
344	0.02004875775
345	0.02004764965
346	0.02004650786
347	0.02004552782
348	0.02004445886
349	0.02004325361
350	0.02004216227
351	0.02004115039
352	0.02003999852
353	0.02003901484
354	0.02003805478
355	0.02003714286
356	0.02003621159
357	0.02003546762
358	0.02003463571
359	0.02003367701
360	0.02003279202
361	0.02003187948
362	0.02003108992
363	0.02003034827
364	0.02002936996
365	0.02002863352
366	0.02002792142
367	0.02002697255
368	0.02002618779
369	0.02002529386
370	0.02002453186
371	0.02002370457
372	0.02002296198
373	0.02002226247
374	0.0200213847
375	0.02002068323
376	0.02001992189
377	0.02001927253
378	0.02001851809
379	0.02001752194
380	0.02001684476
381	0.02001605335
382	0.02001543926
383	0.02001467504
384	0.0200140202
385	0.0200132155
386	0.02001253593
387	0.02001180595
388	0.02001114087
389	0.02001055058
390	0.02000989849
391	0.02000936454
392	0.02000879794
393	0.02000825087
394	0.02000755672
395	0.02000697407
396	0.02000640789
397	0.02000560208
398	0.02000501553
399	0.02000439041
400	0.02000388561
401	0.02000317449
402	0.02000249091
403	0.02000186936
404	0.02000103167
405	0.02000049864
406	0.0199995672
407	0.01999893896
408	0.01999837976
409	0.01999779266
410	0.01999715188
411	0.01999651434
412	0.01999581743
413	0.01999511008
414	0.01999464565
415	0.01999399831
416	0.01999345346
417	0.01999286097
418	0.01999241363
419	0.01999197597
420	0.01999139508
421	0.01999089428
422	0.01999030551
423	0.01998983666
424	0.01998935456
425	0.01998876185
426	0.01998830873
427	0.01998783
428	0.01998719901
429	0.01998656599
430	0.01998607558
431	0.01998560653
432	0.01998516557
433	0.01998474753
434	0.01998436108
435	0.01998392481
436	0.01998331442
437	0.01998289859
438	0.01998233873
439	0.01998186569
440	0.01998147844
441	0.0199809149
442	0.01998048767
443	0.01998007935
444	0.01997958194
445	0.01997920515
446	0.01997880039
447	0.01997830142
448	0.01997791599
449	0.01997739073
450	0.01997691724
451	0.01997632102
452	0.01997590479
453	0.01997552734
454	0.01997504886
455	0.01997467619
456	0.0199743343
457	0.01997395101
458	0.01997358485
459	0.01997311712
460	0.01997264806
461	0.01997231727
462	0.01997184417
463	0.01997147073
464	0.01997105954
465	0.01997049449
466	0.01996995015
467	0.01996950395
468	0.01996900191
469	0.01996872298
470	0.01996840131
471	0.01996800802
472	0.01996755889
473	0.01996710829
474	0.01996672374
475	0.01996639603
476	0.01996613674
477	0.01996580294
478	0.01996547223
479	0.01996497967
480	0.01996461554
481	0.01996429497
482	0.01996392642
483	0.01996353139
484	0.01996313051
485	0.01996286235
486	0.01996232335
487	0.01996190427
488	0.01996161905
489	0.01996127848
490	0.01996097494
491	0.01996069822
492	0.01996028802
493	0.0199599428
494	0.01995948812
495	0.0199591746
496	0.01995875359
497	0.01995829703
498	0.01995795783
499	0.01995771257
500	0.01995744478
501	0.0199571773
502	0.01995682053
503	0.01995640099
504	0.01995601312
505	0.01995573831
506	0.01995529244
507	0.01995494244
508	0.01995464206
509	0.01995413756
510	0.0199536621
511	0.01995325718
512	0.01995298371
513	0.01995262287
514	0.01995227326
515	0.01995186852
516	0.01995161356
517	0.01995115413
518	0.01995087569
519	0.01995047393
520	0.01995020515
521	0.01994992805
522	0.01994965366
523	0.01994929227
524	0.01994886983
525	0.0199484485
526	0.01994825855
527	0.01994788592
528	0.01994741723
529	0.01994718229
530	0.01994677448
531	0.01994643427
532	0.01994621715
533	0.01994588033
534	0.01994559809
535	0.01994533788
536	0.01994509355
537	0.01994480415
538	0.01994427614
539	0.01994400163
540	0.01994366712
541	0.01994341686
542	0.01994317141
543	0.01994263745
544	0.01994226353
545	0.01994198223
546	0.0199417183
547	0.01994137313
548	0.01994109975
549	0.01994085777
550	0.01994054694
551	0.01994011443
552	0.01993971595
553	0.0199393632
554	0.01993903235
555	0.01993879613
556	0.01993856687
557	0.01993830658
558	0.01993796221
559	0.01993748375
560	0.01993722521
561	0.01993689275
562	0.01993669236
563	0.01993638667
564	0.01993610024
565	0.01993579338
566	0.01993541403
567	0.01993507213
568	0.0199348657
569	0.01993459282
570	0.0199342344
571	0.01993385245
572	0.01993355044
573	0.01993332744
574	0.01993274715
575	0.01993244468
576	0.01993214127
577	0.01993189426
578	0.01993156556
579	0.01993133004
580	0.01993108879
581	0.01993072683
582	0.01993046355
583	0.0199301737
584	0.01992996114
585	0.01992963678
586	0.01992921653
587	0.01992897148
588	0.0199286726
589	0.01992835232
590	0.01992803154
591	0.01992779209
592	0.01992752664
593	0.01992728793
594	0.0199269339
595	0.01992651122
596	0.01992626478
597	0.01992597077
598	0.01992573599
599	0.01992549113
600	0.01992537112
601	0.01992504175
602	0.01992462481
603	0.01992415806
604	0.01992396041
605	0.01992370181
606	0.01992348788
607	0.01992325108
608	0.019923083
609	0.01992268441
610	0.01992229979
611	0.01992195455
612	0.01992155095
613	0.01992127434
614	0.01992097249
615	0.01992067055
616	0.01992030622
617	0.01992000871
618	0.01991964679
619	0.01991948711
620	0.01991928938
621	0.01991909649
622	0.0199187378
623	0.01991846981
624	0.01991819224
625	0.01991780496
626	0.01991743085
627	0.01991713319
628	0.01991687346
629	0.01991650735
630	0.01991605824
631	0.01991571536
632	0.01991558705
633	0.01991538523
634	0.01991489996
635	0.01991465472
636	0.01991443708
637	0.01991420949
638	0.0199139109
639	0.01991372239
640	0.01991341626
641	0.01991329559
642	0.01991304551
643	0.01991279173
644	0.01991236648
645	0.01991209433
646	0.01991184697
647	0.01991146041
648	0.01991130439
649	0.01991103286
650	0.01991085493
651	0.01991063422
652	0.01991030183
653	0.01990987637
654	0.01990942002
655	0.01990922384
656	0.0199089536
657	0.01990860195
658	0.01990826929
659	0.01990797345
660	0.01990774926
661	0.01990747679
662	0.01990708706
663	0.01990662191
664	0.0199063265
665	0.01990606256
666	0.01990576595
667	0.01990548433
668	0.01990524946
669	0.01990492343
670	0.01990458893
671	0.01990433618
672	0.01990397746
673	0.01990376246
674	0.01990354694
675	0.01990315102
676	0.01990278075
677	0.01990233441
678	0.01990201999
679	0.01990156856
680	0.01990123379
681	0.01990096164
682	0.0199006987
683	0.01990037249
684	0.01990009139
685	0.01989978399
686	0.01989947394
687	0.01989930724
688	0.019899054
689	0.01989855223
690	0.01989829091
691	0.01989802659
692	0.01989765242
693	0.01989734729
694	0.01989693159
695	0.01989666295
696	0.01989630716
697	0.01989602542
698	0.01989570675
699	0.01989547217
700	0.01989518205
701	0.01989482088
702	0.01989453444
703	0.01989419999
704	0.01989403002
705	0.01989381258
706	0.01989354156
707	0.01989332368
708	0.01989280212
709	0.01989261727
710	0.01989234693
711	0.01989212015
712	0.01989196292
713	0.01989156899
714	0.0198911269
715	0.01989096704
716	0.01989046336
717	0.01989021323
718	0.01988993718
719	0.01988962356
720	0.01988941585
721	0.01988903184
722	0.01988879519
723	0.01988863309
724	0.0198883337
725	0.0198880845
726	0.01988788712
727	0.01988771394
728	0.01988724431
729	0.01988711026
730	0.01988684325
731	0.01988659415
732	0.01988650253
733	0.0198860053
734	0.01988552643
735	0.01988530181
736	0.01988503086
737	0.01988482195
738	0.01988461286
739	0.01988441701
740	0.01988413841
741	0.01988368647
742	0.01988331202
743	0.01988299044
744	0.01988285078
745	0.01988259864
746	0.01988231389
747	0.0198819918
748	0.01988177887
749	0.01988161101
750	0.0198812455
751	0.01988100923
752	0.01988075616
753	0.01988048015
754	0.01988032509
755	0.01988011636
756	0.01987986898
757	0.01987965983
758	0.01987926133
759	0.01987908026
760	0.01987881677
761	0.01987850016
762	0.01987823978
763	0.0198779636
764	0.01987764203
765	0.019877471
766	0.01987710744
767	0.01987680248
768	0.01987634943
769	0.019876101
770	0.01987561054
771	0.01987530652
772	0.01987491892
773	0.01987472205
774	0.0198744627
775	0.01987428257
776	0.0198741018
777	0.01987377553
778	0.01987360399
779	0.01987309931
780	0.01987286632
781	0.01987238619
782	0.01987203979
783	0.01987175038
784	0.01987147607
785	0.01987127503
786	0.01987084864
787	0.0198707171
788	0.01987059714
789	0.01987034382
790	0.01987012489
791	0.01986958051
792	0.01986939288
793	0.01986907389
794	0.01986873621
795	0.01986857343
796	0.01986827706
797	0.01986808724
798	0.0198679246
799	0.01986780719
800	0.01986758581
801	0.01986710672
802	0.01986679098
803	0.01986625061
804	0.01986587955
805	0.01986559914
806	0.01986538107
807	0.01986517393
808	0.01986487948
809	0.01986462161
810	0.01986428022
811	0.01986398348
812	0.0198638263
813	0.01986356279
814	0.01986328475
815	0.01986307848
816	0.01986262898
817	0.01986229736
818	0.01986202809
819	0.01986171128
820	0.01986146267
821	0.01986125505
822	0.01986080714
823	0.01986066433
824	0.01986039363
825	0.01986009667
826	0.01985995071
827	0.01985963074
828	0.0198593935
829	0.01985898498
830	0.01985848636
831	0.01985824939
832	0.01985796037
833	0.01985770526
834	0.01985721148
835	0.01985696228
836	0.01985655122
837	0.01985600299
838	0.0198557169
839	0.01985540863
840	0.01985514353
841	0.01985488064
842	0.01985455708
843	0.01985432347
844	0.01985408799
845	0.01985379949
846	0.01985341871
847	0.01985307949
848	0.01985285263
849	0.01985265338
850	0.01985229953
851	0.01985190602
852	0.01985168227
853	0.01985146863
854	0.01985125796
855	0.01985109153
856	0.01985073366
857	0.01985057361
858	0.01985035842
859	0.01984988328
860	0.01984962102
861	0.01984938828
862	0.01984918679
863	0.01984897506
864	0.0198487214
865	0.01984842931
866	0.01984817507
867	0.01984769635
868	0.01984724002
869	0.01984691783
870	0.01984677235
871	0.01984648982
872	0.01984613778
873	0.01984582106
874	0.01984551675
875	0.01984536815
876	0.01984514759
877	0.0198447282
878	0.01984459977
879	0.01984441995
880	0.01984416918
881	0.01984389156
882	0.01984366114
883	0.01984356401
884	0.01984337103
885	0.01984306838
886	0.01984278284
887	0.01984245546
888	0.01984217891
889	0.01984195401
890	0.0198417585
891	0.01984153404
892	0.01984134075
893	0.01984109008
894	0.01984062848
895	0.01984042309
896	0.01984018959
897	0.01983971864
898	0.01983945621
899	0.01983927932
900	0.01983885775
901	0.01983867594
902	0.01983836799
903	0.01983815992
904	0.0198379371
905	0.01983781907
906	0.01983759577
907	0.01983726302
908	0.01983683551
909	0.01983664927
910	0.01983633836
911	0.01983604167
912	0.0198357591
913	0.019835489
914	0.01983522526
915	0.01983510083
916	0.0198347216
917	0.01983427376
918	0.01983412113
919	0.01983378911
920	0.01983360131
921	0.01983341981
922	0.01983304027
923	0.01983270707
924	0.01983248883
925	0.01983230739
926	0.0198321518
927	0.01983203266
928	0.01983172587
929	0.01983157087
930	0.01983137708
931	0.01983094167
932	0.01983065128
933	0.01983024058
934	0.01982993654
935	0.01982966779
936	0.01982932104
937	0.01982886825
938	0.01982866797
939	0.01982832781
940	0.0198279903
941	0.0198277027
942	0.0198274616
943	0.0198271682
944	0.01982686928
945	0.01982651265
946	0.01982621932
947	0.01982604072
948	0.01982586607
949	0.01982538466
950	0.01982516837
951	0.01982494205
952	0.01982472485
953	0.01982455872
954	0.0198242626
955	0.019823758
956	0.01982354819
957	0.01982326892
958	0.01982293356
959	0.01982276787
960	0.01982236191
961	0.01982223587
962	0.01982200603
963	0.01982176493
964	0.01982153974
965	0.01982124068
966	0.01982107053
967	0.01982077265
968	0.01982060077
969	0.01982044222
970	0.01981994693
971	0.01981971457
972	0.0198195691
973	0.0198194412
974	0.01981933365
975	0.01981916065
976	0.01981872546
977	0.0198183188
978	0.01981814546
979	0.01981791643
980	0.01981771038
981	0.01981745563
982	0.01981702763
983	0.01981688159
984	0.01981659305
985	0.01981631674
986	0.01981587924
987	0.01981557104
988	0.01981544339
989	0.01981512392
990	0.01981490658
991	0.01981470071
992	0.01981443508
993	0.01981419386
994	0.01981399176
995	0.01981379863
996	0.01981355349
997	0.01981312089
998	0.01981282901
999	0.01981238787
